Quaterly Data,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Quaterly Data.1,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,Selling General Administrative Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Quaterly Data.2,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Quaterly Data ,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2016-03-31,0.44884695577920297,0.62766553540144,0.4591911541942971,,0.030149215946967713,0.3644626805540583,0.0,0.40798783391630133,0.27265695369630594,0.21870401616580737,0.5490404901271957,0.6932855323337812,0.3581035507228747,0.4631405900530659,0.0,0.4234183086235579,0.39980554944614466,0.2236702684767966,0.32294769420329217,,0.762953936324802,0.3207367331300518,0.40084588193533477,2016-03-31,0.5442168088005602,30982.46,0.31703936194026494,0.5026959135228712,4049.482,438.9706,0.35070590468017704,0.28770826214466466,0.15820501206262064,2291.912,747.7941,0.45064059655325944,,1544.118,,0.2173637753273605,0.28314797046495105,0.28777514335944715,1069.653,1069.653,1.3897,1.3897,2016-03-31,0.2206386380973937,1472.426,1626.838,-221.603,-1976.78,1916.145,-1625.735,-1908.088,0.4649350838898906,-1191.176,-692.647,0.0,-2312.868,-36.3971,-2349.265,35.28,0.44302814163371157,0.0,6264.706,6264.706,-41.9118,-41.9118,-1.1029,0.0,0.8391129757021099,0.6384116636162463,0,-1.1029,2016-03-31,0.0,0.0,0.0,0.5331332233217935,6.9393,0.3204254051272202,,5.9292,0.12827991122646204,0.0,0.0,0.0,0.0,0.3521384559623052,0.0,0.3540527288499981,0.0,0.0,1.26,0.5004161488558756
2015-12-31,0.1281435843882548,0.5610617978496677,0.2704125171887942,,0.028851873278845412,0.1891098067094834,1.0,0.4064535842558772,0.2589822924034937,1.0,0.8123828099609225,0.609914915905909,0.19922051951335606,0.3604239189062031,0.37382897615098276,0.31055358202984884,0.23572847357685556,0.2405618762642905,0.26533330660051513,,0.848757260296294,0.21602628874737018,0.3686861288639517,2015-12-31,0.605425272000348,23061.47,1.0,0.5446820232427599,2223.96,,0.07942355931084566,1.0,0.23517153027124857,1645.08,558.75,0.39400915701682304,,2119.36,0.0,0.25424694213637467,1.0,1.0,1104.737,1104.737,1.92,1.92,2015-12-31,0.2611425823001282,1550.93,1550.93,0.0,0.0,0.0,0.0,-5860.18,0.3008870122737988,-1845.87,0.0,0.0,0.0,0.0,-3414.1,-299.3,0.3082998339801645,0.0,39.94,4471.1,0.0,29.86,302.44,-304.05,0.7506157465418223,0.266815368811839,0,0.0,2015-12-31,0.9195863559191233,0.5227,0.7225396825396825,0.5959671140578098,34.5373,1.0,,4.0301,0.14417462456887647,0.188,0.6565205627705628,0.9233,0.42620975958288404,0.691681768756796,4.8777,0.722136310489194,1.8517,0.0,-1.2924,0.3265001311153929
2015-09-30,0.11374312117203811,0.5802095890974147,0.4495288894315913,,0.07607066605069718,0.27428292038415725,,0.04366629366101524,0.235696438294819,0.3063367274670894,0.09414727451209609,0.6594897762873901,0.2577402140675751,0.4235466380932485,0.5270428156594192,0.40746416614540193,0.34357316253476367,0.24737356331505156,0.276236468789131,,0.7134504993405013,0.25091194704000686,0.3348272602433845,2015-09-30,0.6235470276778684,32537.98,0.4029673149951082,0.44010212412896343,3696.05,,0.3465657799194668,0.368255642463008,0.22391178831996175,3927.47,1240.54,0.5920140896974964,,2686.446,0.0,0.2876013692886191,0.3646286277497412,0.368255642463008,1082.96,1082.96,2.48,2.48,2015-09-30,0.3084866374938175,1488.95,1488.95,0.0,0.0,0.0,0.0,-5397.07,0.41617725339214645,-1194.51,0.0,0.0,0.0,0.0,-183.24,-765.18,0.6463709223734315,0.0,0.0,4275.98,0.0,25.67,-18.47,0.0,0.7371427813958934,0.5967373415538209,0,0.0,2015-09-30,0.9526933168698873,0.5344,0.7046872082166199,0.617957996484201,9.5798,0.3854452151772809,,9.4716,0.15953688769717667,0.1766,0.7964691558441559,0.9141,0.430535186288065,0.7827111272200074,5.8866,0.785576886810244,2.2124,0.0,0.5247,0.45565449383757645
2015-06-30,0.0990602572098096,0.5447453194398579,0.3904489275996187,,0.022275317998951348,0.19876455597093468,,0.3458155334567301,0.2157429506328019,0.24432079977296506,0.10708759220611497,0.6417559424759064,0.2422164267333271,0.4051800801742958,0.4763144391806706,0.3707500251218383,0.3130660768744299,0.23235115584620125,0.24541857213942142,,0.7009682726775023,0.21693746020582294,0.3001849440915819,2015-06-30,0.6246427473824395,32274.49,0.4234206015637524,0.4730642530584318,4091.83,,0.43972168129909583,0.35895578459182836,0.26891381981691254,4009.97,1386.06,0.5842180939099566,,2623.432,0.0,0.28389506041735174,0.3492740803793797,0.35895578459182836,1118.868,1118.868,2.34,2.34,2015-06-30,0.30735283638893773,1391.81,1391.81,0.0,0.0,0.0,0.0,-5544.59,0.32395822011822484,-1039.76,0.0,0.0,0.0,0.0,509.04,-843.35,0.7224558427513,0.0,0.0,3221.42,0.0,43.74,-3141.7,0.0,0.5183340002397602,0.24458321062477528,0,0.0,2015-06-30,0.8953542213304522,0.537,0.7135387488328664,0.6526605980775728,9.2116,0.37637863912712666,,9.6614,0.15765182292568258,0.1816,0.828327922077922,0.9602,0.4098464237396488,0.7869246103660748,5.961,0.7870855806585448,2.2215,0.0,-0.8995,0.3877538222987378
2015-03-31,0.23931152672952682,0.5535759519271959,0.39911166368103135,,0.022962095787642793,0.24388083800735005,,0.340726586857533,0.22447037510114143,0.2441524658935057,0.12390313446943607,0.6633776096410853,0.3348892892628743,0.38002047162613145,0.7026882201858857,0.40936094562257086,0.38019673901350937,0.28515510922398724,0.2058348021194265,,0.6463896491541732,0.1786312135259963,0.34242198305492944,2015-03-31,0.5065733358967485,30143.06,0.28311247140786316,0.4468646465486448,3939.16,,0.39907749686447946,0.241770600303199,0.20928306625790485,3161.48,847.65,0.5458591225706944,,2233.354,0.0,0.2609517533445388,0.24155781631446818,0.241770600303199,1120.219,1120.219,1.99,1.99,2015-03-31,0.26619858075765573,1542.93,1542.93,0.0,0.0,0.0,0.0,-2314.96,0.5109725815114387,-1002.28,0.0,0.0,0.0,0.0,-65.46,-644.48,0.6889916192490385,0.0,0.0,1822.85,0.0,-30.47,-50.79,0.0,0.603449916502123,0.625183618385285,0,0.0,2015-03-31,0.8695014662756598,0.5387,0.7518207282913164,0.6785981852992591,5.2147,0.27795876456204893,,8.4762,0.1536763538382378,0.1579,0.7681953463203464,0.8524,0.4616920761436013,0.7370605291772381,5.3419,0.7106702372421076,1.9595,0.0,1.8902,0.5488205315304016
2014-12-31,0.26098252551579604,0.6083448382874261,0.45424577674849276,,0.029530191669592205,0.301010164803595,,0.3451457654474779,0.36737368134468484,0.2920797830651082,0.14350736584754464,0.7079766162677866,0.3775459350041874,0.44983303469518815,0.7295004200121955,0.47747867548631473,0.4431581565429733,0.7559718847808106,0.28131394231908424,,0.5512329876426573,0.30072910140756204,0.4295443111449798,2014-12-31,0.6085013703512955,35703.9,0.15268446132593416,0.6292519433540409,4865.7,,0.6539107366822894,0.044337566211310825,0.1537328027465061,2483.789,1037.21,0.4385743694329669,,1254.832,0.0,0.20339780074146174,0.05845229128616994,0.044337566211310825,1069.8,1069.8,1.17,1.17,2014-12-31,0.24136498335973977,1771.47,1771.47,0.0,0.0,0.0,0.0,-7465.64,0.023473234258536424,-1998.82,0.0,0.0,0.0,0.0,-2778.67,3242.39,0.7065208280824378,0.0,2830.07,797.32,0.0,13.3,-11.46,-0.03,0.7027431394686234,0.16098321196496812,0,0.0,2014-12-31,0.8889489118691155,0.5306,0.7261998132586367,0.6804931911997298,-2.9797,0.07617943054416694,,6.0684,0.11879250797183026,0.1624,0.8707386363636365,0.8697,0.4524924549901134,0.5439923885465748,2.6805,0.5418096782710369,0.9938,0.0,-5.5205,0.06437765793704175
2014-09-30,0.41772125900966994,0.5715211936505915,0.48918302753121046,,0.024697055643883158,0.3239511079774986,,0.4576591666725315,0.3528618997457258,0.23449359018397664,0.12424967536557602,0.6976202011180715,0.34773689608135827,0.44179913196511394,0.7003308928563816,0.4533197514024656,0.4140892375934998,0.7503375263561067,0.292765188038036,,0.5435815287734149,0.31085947392941915,0.40931347941228247,2014-09-30,0.6396928953635393,33997.83,0.34316304060713865,0.5810283664486279,4735.7,,0.6102506766123177,0.23331805006071404,0.43502028580926483,4751.62,1008.44,0.722679284089575,,3580.639,0.0,0.34019532378325823,0.23157114266858655,0.23331805006071404,1101.953,1101.953,3.25,3.25,2014-09-30,0.338726223708808,1518.28,1518.28,0.0,0.0,0.0,0.0,-4028.22,0.5092020143551125,-1298.17,0.0,0.0,0.0,0.0,4768.77,-3124.96,0.8926318641513034,0.0,0.0,2797.1,0.0,43.62,113.61,-3337.13,0.4917036822966142,0.5937868659870749,0,0.0,2014-09-30,0.9287698718938108,0.5259,0.6929225023342669,0.7219091082699625,4.3041,0.25553610255425296,,11.3023,0.18387081754984555,0.1693,0.8071563852813853,0.9376,0.4197382356002032,0.894508880028996,7.5318,0.8977482744314111,2.8379,0.0,1.8333,0.5338790774036871
2014-06-30,0.32764450525166644,0.5452791227853792,0.42889077293030275,,0.05698297452170329,0.29147304799916585,,0.4462948105295508,0.39078336479955755,0.19445026938816024,0.10556017901246839,0.6781377831514115,0.30936258693668695,0.43177896733849647,0.6333936701106246,0.41944464706883555,0.3749003937657974,0.8557160833793307,0.26950125674623937,,0.43544063576854364,0.28864426336997673,0.3712553759149134,2014-06-30,0.6514749695126657,33888.94,0.37890560323738065,0.5655956406122722,4963.17,,0.6517839461350583,0.2537400293491241,0.44368865413813013,4026.23,1013.76,0.6322855665092335,,2832.161,0.0,0.2961719218194333,0.2624553601500507,0.2537400293491241,1069.8,1069.8,2.65,2.65,2014-06-30,0.31161873684916463,1686.16,1686.16,0.0,0.0,0.0,0.0,-3647.48,0.3801797089773796,-1511.63,0.0,0.0,0.0,0.0,-2066.6,2301.38,0.7320754339824999,0.0,0.0,-21.92,0.0,-6.88,-3466.58,3323.87,0.5028163930947595,0.3321511373758518,0,0.0,2014-06-30,0.9286926994906621,0.528,0.7121195144724556,0.6448749149206006,5.0325,0.27347226223630716,,9.4822,0.16182069321197606,0.1759,0.8431412337662337,0.9816,0.4009170324389512,0.7900507430228343,6.1735,0.7964394825180101,2.2812,0.0,0.0531,0.4106363087026416
2014-03-31,0.40456059431335745,0.5215845537868209,0.38002996273390754,,0.05615599004485517,0.2852923773017666,,0.3686574377092292,0.4019653243904797,0.1562503484475335,0.08195704976479384,0.6607670908935164,0.2569673605979361,0.40242407315473944,0.6038186997104688,0.37998657729962715,0.32571975139380227,0.8526657319390911,0.2854201032008298,,0.4651494462207779,0.30676367336592725,0.3373224418764774,2014-03-31,0.6008922369213195,31583.17,0.4129483057411706,0.5671962026871488,4396.56,,0.535460261403393,0.3203366246336117,0.10672649052583694,2261.32,772.96,0.4437429587696726,,1498.974,0.0,0.21775755667584076,0.32797278133597707,0.3203366246336117,1131.25,1131.25,1.33,1.33,2014-03-31,0.21903580799570788,1669.26,1669.26,0.0,0.0,0.0,0.0,-1306.08,0.5231039573551722,-1352.68,0.0,0.0,0.0,0.0,731.84,-513.93,0.7461352171542812,0.0,0.0,21.92,0.0,-28.78,-45.22,0.0,0.5091002349576129,0.5000096069946032,0,0.0,2014-03-31,0.9632659361012502,0.5147,0.6685340802987861,0.6211212363077254,7.8809,0.3436114127557516,,5.5617,0.12620502675980166,0.1728,0.8175730519480521,0.9721,0.40485373044003736,0.5800471185212034,3.2073,0.5943499415381134,1.2207,0.0,2.0511,0.5408281932298851
2013-12-31,0.3595076036894571,0.0,0.23732631396856363,,0.4980823014826035,0.20709220199280876,,0.4474718896841652,0.3689452962659514,0.12027959250252396,0.07421164982036055,0.628665995430539,0.2205963807830238,0.35549582792652273,0.47635174990867757,0.3047181071539464,0.2610892656853697,0.7526080887063609,0.2599977398617306,,0.4676512407851766,0.2703182749460332,0.2746142700469024,2013-12-31,0.677311950333361,34068.77,0.42898491719782084,0.5804613776693357,4680.909,,0.5987503300547892,0.31599371291625367,0.18937439613996138,3113.739,773.84,0.5490840323483106,,2265.801,0.0,0.26286019597547816,0.3124593886591099,0.31599371291625367,1095.425,1095.425,2.07,2.07,2013-12-31,0.2585632371802932,1490.12,1490.12,0.0,0.0,0.0,0.0,-3652.69,0.3949268585287532,-2218.91,0.0,0.0,0.0,0.0,-751.56,-591.05,0.5059898060634596,0.0,1122.41,3033.91,0.0,12.2,-76.98,-0.23,0.7270500245046687,0.467914723529499,0,0.0,2013-12-31,0.9196635283222719,0.5078,0.6695424836601306,0.6375544140906175,7.2258,0.32748019610595236,,7.1776,0.1445459071172835,0.1938,1.0,4.1855,0.09402468449134259,0.7085810076114534,5.0207,0.7358277071625241,1.936,0.0,0.1878,0.38584409809711656
2013-09-30,0.331825221190878,0.48319315193303114,0.33363582836228545,,0.01860425260200898,0.2062689839180224,,0.4184595570381944,0.3478773444881522,0.11344426583948053,0.06913311919210846,0.6204103527640745,0.22455811304347706,0.3628094049675516,0.43803292156503226,0.2943497274038478,0.25630474060583885,0.7441603735648439,0.20615195055400737,,0.6207606566470067,0.22941884852965255,0.2584872110968649,2013-09-30,0.6249368852539533,31111.9,0.5027292209964873,0.4731528450551963,4408.6,,0.5050972836490859,0.412370416866494,0.17742064039782346,2744.77,231.82,0.5704915992640442,,2616.519,0.0,0.2834884569129389,0.4094339805384626,0.412370416866494,1102.907,1102.907,2.37,2.37,2013-09-30,0.2500969284678386,1500.29,1500.29,0.0,0.0,0.0,0.0,-1685.79,0.5120702135154449,-36.7,0.0,-2726.71,0.0,0.0,2802.83,-2002.01,0.6642158034219066,0.0,0.0,-1058.98,0.0,35.23,-265.04,-84.78,0.4418537638587354,0.3391584313753913,0,0.0,2013-09-30,0.9158049081648404,0.5202,0.7507749766573296,0.5960503572110605,11.2715,0.42710172442238126,,6.6115,0.15743335120105723,0.1879,0.8375270562770564,1.0507,0.37454644673979487,0.780427691192461,6.0657,0.8008146946780825,2.2677,0.0,1.8765,0.6040087106226271
2013-06-30,0.23773916677166185,0.47772912762608033,0.33393416061560977,,0.06857407291656387,0.21133512629595674,,0.13109095942214624,0.3315047301113956,0.18029925303639416,0.060567512807217116,0.6135530718882658,0.24005130266407582,0.36329361558319545,0.44812494048050544,0.28948932413325357,0.26032187801687845,0.6980534323716445,0.14941354879984836,,0.6522326561960253,0.17416349879620618,0.24509179448437568,2013-06-30,0.5599416776243314,30206.77,0.40736046263130343,0.4621260945245893,4605.9,,0.5419458380091096,0.3132186416163243,1.0,6605.24,620.3,1.0,,3741.467,0.0,0.3496547810966837,0.304861381713061,0.3132186416163243,1068.4,1068.4,3.5,3.5,2013-06-30,0.44603284879578164,1412.77,1412.77,0.0,0.0,0.0,0.0,-2409.76,0.4726631309955905,-2772.87,0.0,2726.71,0.0,0.0,-1257.05,741.6,0.8028552799245632,0.0,0.0,2603.91,0.0,74.65,-3095.84,21.13,0.488735348156979,0.4503609323940404,0,0.0,2013-06-30,0.9086278746720173,0.5344,0.8052287581699346,0.6330788704393768,7.8832,0.3436680480759997,,16.8503,0.1961398553311279,0.1794,0.8129734848484849,1.0004,0.39336415177997514,1.0,9.2837,1.0,3.329,0.0,1.4108,0.4207663979751222
2013-03-31,0.1811140650185259,0.4946936300351581,0.32975242123219084,,0.066779270652641,0.20490120598886186,,0.2575721320205412,0.3205924810142471,0.2033874315738965,0.08843963985567999,0.6245551656394507,0.25056109490261513,0.35914413028160835,0.5501807971277136,0.31604423681361704,0.28205744855933246,0.7301929748647984,0.13781758132396726,,0.8952482568190875,0.18776008214959827,0.2665839328517433,2013-03-31,0.41380006202716557,27423.2,0.243520665000047,0.4865302365666182,4381.42,,0.5041628160274605,0.17345246258566893,0.16962513535212936,1003.88,258.89,0.3517831144570198,,734.497,0.0,0.17279313786446754,0.16427854566625757,0.17345246258566893,1128.0,1128.0,0.65,0.65,2013-03-31,0.15315379037463636,1398.83,1398.83,0.0,0.0,0.0,0.0,-1232.39,0.41860580158629657,-1340.71,0.0,0.0,0.0,0.0,-966.89,-677.62,0.5630196036403834,0.0,0.0,2879.56,0.0,-19.81,-39.62,-21.13,0.6590713327567796,0.46065169885511287,0,0.0,2013-03-31,0.8947368421052632,0.5295,0.7328478057889821,0.5790638572918554,2.5004,0.21112169945359227,,2.9532,0.10798830519664245,0.1529,0.7406655844155845,0.8455,0.4654665487799865,0.477537151141718,1.7838,0.47863312337343944,0.6511,0.0,0.5082,0.45328301542601096
2012-12-31,0.11847560472268837,0.4580092384449811,0.22553270808443393,,0.058202851036425064,0.13589528808293283,,0.24239209228019062,0.2804760135771245,0.17325602683846308,0.06718738984847367,0.5886825095243913,0.17587983725598533,0.3093642838762108,0.14392062551257834,0.17376350527429496,0.15716442034481737,0.6476958761389127,0.2469279435111249,,0.8913371454153687,0.28731427787243946,0.19650817215875438,2012-12-31,0.5950880659452616,30539.23,0.46954527135934787,0.5029610988998527,5851.639,,0.8131848636873722,0.28856904583902454,0.5710061644754364,2688.57,-353.41,0.6359361510171722,,3198.99,0.0,0.3177477871340958,0.2803632818977013,0.28856904583902454,1128.708,1128.708,2.83,2.83,2012-12-31,0.25116156980107135,1415.05,1415.05,0.0,0.0,0.0,0.0,-2959.56,0.3307563605681056,-1913.9,0.0,0.0,0.0,0.0,-78.83,-730.04,0.5889898281308277,0.0,-87.45,2385.06,0.0,16.41,-579.13,412.58,0.6248000398513192,0.3218138744284436,0,0.0,2012-12-31,0.886556567371508,0.4878,0.6257703081232492,0.5521224555750878,6.6624,0.31360700505039313,,6.6463,0.17660155890916945,0.193,0.9063852813852815,1.0647,0.36961453329380456,0.8473812975715839,6.7914,0.9296948666691811,2.7995,0.0,-0.8096,0.3420401555142573
2012-09-30,0.08509070198505997,0.4492517138071386,0.31094453841524994,,0.06068114132317202,0.14249608963572302,,0.2620980512214176,0.23723921624505306,0.14048847038816414,0.054007203474408016,0.5762331857456408,0.16020544946772675,0.29899805841526844,0.24758901629021923,0.19126487325790542,0.16111509650242517,0.5654816420829238,0.1784373695635929,,0.7721912366827274,0.19589985617980654,0.17218892935969599,2012-09-30,0.5000717101394768,27843.65,0.42290881135744274,0.47377298903254694,4048.27,,0.4309834807578059,0.3611264917801926,0.1377413253136184,2051.04,543.1,0.4461651358169597,,1563.25,0.0,0.22153809289016746,0.34054432401159596,0.3611264917801926,1170.1,1170.1,1.34,1.34,2012-09-30,0.20096310221395097,1217.04,1217.04,0.0,0.0,0.0,0.0,-1104.67,0.3502529368834082,-1147.98,0.0,0.0,0.0,0.0,-1835.74,-662.33,0.49762795585220165,0.0,0.0,4388.88,0.0,28.61,79.06,-12.96,0.7476852858840325,0.4382547516503004,0,0.0,2012-09-30,0.9056181509492206,0.5064,0.6653221288515405,0.6079247481894614,10.4085,0.4058511673031985,,5.5334,0.13254070677393665,0.1807,0.7644751082251083,0.9894,0.39776391355793017,0.6167995650598043,3.6693,0.6414211896050994,1.4417,0.0,-0.4881,0.41323581388455
2012-06-30,0.016773024448795137,0.45877645642109055,0.2985371543913352,,0.051982217092276205,0.12180637028376184,,0.3014958934189136,0.24353670183080833,0.14451643395466995,0.06143789162013363,0.5751305610438705,0.13817584192594268,0.30688282926758653,0.2737203841654692,0.20079729290944448,0.15707260789162303,0.6424055423127322,0.16841803079985207,,0.8239429969400336,0.1995011094466016,0.17003499728152482,2012-06-30,0.5015418381652309,28710.41,0.36785039391958074,0.480287453861288,4577.52,,0.5424347316654565,0.2766102853450843,0.25131464096936423,2592.04,645.12,0.5004698998730399,,1946.927,0.0,0.24410491087984043,0.25889952034018515,0.2766102853450843,1130.619,1130.619,1.72,1.72,2012-06-30,0.23367829389130595,1262.57,1262.57,0.0,0.0,0.0,0.0,-4614.67,0.4244044090232648,-1600.09,0.0,0.0,0.0,0.0,-1513.0,-445.81,0.5062500624664845,0.0,0.0,6510.6,0.0,32.64,-3014.84,-456.13,0.6734469492200246,0.44680600250492974,0,0.0,2012-06-30,0.902994289242167,0.5083,0.6481045751633986,0.6720219761924582,6.7443,0.31562371493227154,,6.9831,0.144809744555219,0.1813,0.7969426406926406,0.9758,0.4032940057071845,0.6805454874954694,4.5567,0.7126315392448987,1.7819,0.0,0.6237,0.4506265035515169
2012-03-31,0.0,0.4497521958879238,0.2989987599553935,,0.05154185843260201,0.11148440972608153,,0.23450912221682654,0.23708400548920217,0.13342528151863053,0.05056378087750013,0.5621889038208502,0.09518769607723887,0.0,1.0,0.15590440661787752,0.10874911013862987,0.7029997415993017,0.20198946848474142,,0.8709524574679492,0.24411584524063923,0.14475400131562133,2012-03-31,0.45362066037881466,27091.81,0.36184635787575836,0.5022877997244434,4073.27,,0.44609999009835644,0.30020550376247385,0.17826239942146077,2594.46,738.09,0.48926825882953434,,1754.118,0.0,0.2327644197642123,0.2870591073738205,0.30020550376247385,1070.237,1070.237,1.64,1.64,2012-03-31,0.23649026733395367,1335.9,1335.9,0.0,0.0,0.0,0.0,-3843.85,0.3472226351219391,-1293.95,0.0,0.0,0.0,0.0,412.96,-591.26,0.712739273849011,0.0,0.0,5124.69,0.0,-26.22,0.0,-3.93,0.7798225132916194,0.6309088401513022,0,0.0,2012-03-31,0.9292329063127026,0.3553,0.2594957983193277,0.7132224403954539,8.1375,0.3499299445712583,,7.3266,0.14132852297594303,0.1769,0.7516910173160173,0.9444,0.4166896230861998,0.635148604566872,3.8767,0.6845698336665031,2.0136,0.0,-0.5794,0.39011960004104473
2011-12-31,0.06430877184113037,0.4841253184584555,0.271819072820359,,0.013755920991103059,0.11882467504425842,,0.47550948114679303,0.2869337987959716,0.08114250505990772,0.06632672594079753,0.5794486595639212,0.1890865567527138,0.2302116973803457,0.2988148691423934,0.13915927589717236,0.14118973865653717,0.894353868289036,0.2061641625914309,,0.8618896243625412,0.26986387540035983,0.1784702254277003,2011-12-31,0.5605119907492518,30038.6,0.4201039035530342,0.6967531387553839,4859.199,,0.6761461152551325,0.28439046725574957,0.24737217607343714,2769.659,363.15,0.5573241351634173,,2314.118,0.0,0.2657020680314185,0.26022809574830863,0.28439046725574957,1066.3,1066.3,2.17,2.17,2011-12-31,0.4022761947874489,1159.17,1159.17,0.0,0.0,0.0,0.0,-2541.67,0.2910125113898013,-1692.39,0.0,-246.36,0.0,0.0,-1469.38,548.95,0.575491130056062,0.0,3605.95,7628.36,0.0,16.0,335.79,-7636.18,0.7196131455278545,0.4060224300417627,0,0.0,2011-12-31,0.8598549158820806,0.4618,0.5616806722689075,0.7184079991773618,6.7009,0.31455503106324195,,7.0619,0.15263294243210362,0.1901,0.8540313852813853,0.9912,0.3970319317236729,0.7163465023559261,5.0229,0.7770904839135518,2.1633,0.0,-1.4344,0.3095463407404029
2011-09-30,0.11624641617654663,0.44824743409683787,0.29694558650964675,,0.014293249416105713,0.11598392962881365,,0.4754871946456095,0.2726120019473437,0.03828228944147305,0.048603415262154503,0.563656636039763,0.13230018536244192,0.20712795465192874,0.30307006883651644,0.13116751887257927,0.11003242898066945,0.9483963102215056,0.1721053370248926,,0.9528183353560973,0.2502367348637048,0.14762115593623337,2011-09-30,0.49194867743207527,28684.71,0.34647973861785675,0.5575810179716542,4274.6,,0.506943527625586,0.2676233716654614,0.19966990604569604,2796.4,870.77,0.49783618438086724,,1894.072,0.0,0.2409961262384776,0.24824834071047233,0.2676233716654614,1123.945,1123.945,1.69,1.69,2011-09-30,0.19797194209021785,1235.83,1235.83,0.0,0.0,0.0,0.0,-3616.68,0.3907127890637809,-1339.17,0.0,183.05,0.0,0.0,-503.5,-1807.41,0.5153432034832004,0.0,0.0,-4092.23,0.0,26.63,37.1,7246.94,0.681135792055227,0.42854245618099324,0,0.0,2011-09-30,0.9019910480012349,0.457,0.5393837535014004,0.721811175148491,6.4153,0.30752240173156337,,7.6037,0.1436756017224645,0.1832,0.797348484848485,0.9832,0.4002458304583151,0.6559079376585719,4.1937,0.7100290423565798,1.8204,0.0,0.071,0.43504657446784245
2011-06-30,0.13147472829296059,0.43670832985200714,0.2374942125855507,,0.014000616909427888,0.09910184220792662,,0.44929879629434133,0.2558874068947501,0.02497851764754111,0.03927467750509217,0.5501861346207586,0.12475255031943266,0.14357418817971995,0.37051471748316767,0.09377051571960027,0.0827511121982436,1.0,0.14786808812352026,,0.9883002013574292,0.2353700226597556,0.12130708454924044,2011-06-30,0.5294650086795932,28424.03,0.4544741653104001,0.49849015612981007,4403.03,,0.5127978744471584,0.36551126664598255,0.21757429543992116,3627.46,1175.58,0.5629368315276899,,2325.49,0.0,0.26637093756015895,0.3535463767582038,0.36551126664598255,1064.238,1064.238,2.19,2.19,2011-06-30,0.2334592879477571,1355.24,1355.24,0.0,0.0,0.0,0.0,-3409.92,0.45575720547557463,-2474.33,0.0,63.31,0.0,0.0,673.4,188.13,0.7050958500582707,0.0,0.0,4092.23,0.0,-21.01,-3088.02,173.84,0.572700857408287,0.48274573512688507,0,0.0,2011-06-30,0.8910325667541288,0.4326,0.524593837535014,0.7799295860856621,10.3069,0.40334936359136875,,9.5175,0.15503374373386083,0.1946,0.8341450216450218,1.0383,0.3790218553859258,0.7305545487495468,5.2203,0.801795345679478,2.3696,0.0,1.0506,0.41979728420116513
